Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,initial_score,score_label,is_kids_hospital,Provider_Number,GPO_Affiliations,Hospital_Name_x,post_state_score_label,post_HealthTrust_score_label,post_Vazient_and_kids_score_label,post_state_applied,post_HealthTrust_applied,post_Vazient_and_kids_applied,final_score,Daily_Revenue_sum_2018,Daily_Revenue_mean_2018,first_year_month_transaction,Total_Daily_Revenue,is_quva_customer,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,is_independent,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
15222.875,114.312,807,6,3965,6.804,2.013,76445931,30.333,0.5,0.667,0.6,0,0,0.667,0,0,0.143,54.929,1,1,0,1,40,51.943,A,FALSE,440048,"Vizient, Premier Inc",Baptist Memorial Hospital - Memphis,A,A,A,FALSE,FALSE,FALSE,A,13896.3,4632.1,201805,13896.3,TRUE,38120,Baptist Memorial Health Care Corporation,4734,MEMPHIS,TN,New Orleans,"Mangum,Ch",0.182,246.778,16,FALSE,-89.8651,35.1207,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
15222.875,114.312,807,6,3965,6.804,2.013,76445931,30.333,0.5,0.667,0.6,0,0,0.667,0,0,0.143,54.929,1,1,0,1,40,51.943,A,FALSE,440048,"Vizient, Premier Inc",Baptist Memorial Hospital - Memphis,A,A,A,FALSE,FALSE,FALSE,A,,,-1,,FALSE,38120,Baptist Memorial Health Care Corporation,4734,MEMPHIS,TN,New Orleans,"Mangum,Ch",0.182,246.778,16,FALSE,-89.8651,35.1207,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
15222.875,114.312,807,6,3965,6.804,2.013,76445931,30.333,0.5,0.667,0.6,0,0,0.667,0,0,0.143,54.929,1,1,0,1,40,51.943,A,FALSE,440048,"Vizient, Premier Inc",Baptist Memorial Hospital - Memphis,A,A,A,FALSE,FALSE,FALSE,A,,,-1,,FALSE,38120,Baptist Memorial Health Care Corporation,4734,MEMPHIS,TN,New Orleans,"Mangum,Ch",0.182,246.778,16,FALSE,-89.8651,35.1207,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,140,3.359,4438,0,0,9202281,24.583,0,0.333,0.2,0,1,0,0,0,0,40.333,1,1,0,0,26.667,37.6,C,FALSE,440222,Premier Inc,Spence and Becky Wilson Baptist Childrens Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,38120,Baptist Memorial Health Care Corporation,4734,MEMPHIS,TN,New Orleans,"Mangum,Ch",0.032,246.778,16,FALSE,-89.8651,35.1207,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,30,3.359,4438,25.514,1.37,2641978,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,1,0,0,8.889,31.111,D,FALSE,442010,Premier Inc,Baptist Memorial Restorative Care Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,38120,Baptist Memorial Health Care Corporation,4734,MEMPHIS,TN,New Orleans,"Mangum,Ch",0.007,246.778,16,FALSE,-89.8651,35.1207,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,47.369,16,3.359,793,1.336,1.057,1513861,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,171311,Vizient,Rooks County Health Center,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,67663,,-1,PLAINVILLE,KS,Minneapolis,"Moeller,Ja",,,,TRUE,-99.3008,39.2308,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
11528.625,63.198,449,8,5919,4.918,1.702,49955304,28.25,0.5,0.333,0.6,0.25,1,0.333,0,0,0.143,56.179,1,0,0,1,40,52.943,A,FALSE,170086,Vizient,Stormont Vail Regional Health Center,A,A,A,FALSE,FALSE,FALSE,A,3060.98,3060.98,201807,3060.98,TRUE,66604,,-1,TOPEKA,KS,Minneapolis,"Moeller,Ja",,,,TRUE,-95.7178,39.0405,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
4371.375,48.368,144,10.667,6638,4.27,1.464,7337358,54.167,0.167,0,0.2,0.25,1,0.333,0,0.5,0.286,47.774,1,0,0,1,26.667,43.552,C,FALSE,260113,"Vizient, Cardinal Health",Missouri Delta Medical Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,63801,,-1,SIKESTON,MO,Chicago,"Williams,Ly",,,,TRUE,-89.582,36.8911,"(1001.0, 5000.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(10.0, 12.618]"
4175.375,50.872,158,10,4774,5.26,1.736,11595679,31.167,0.167,0.333,0.4,0,1,0.333,0,0,0.143,47.929,1,0,0,1,26.667,43.676,C,FALSE,280061,Vizient,Regional West Medical Center,C,C,C,FALSE,FALSE,FALSE,C,864.72,864.72,201807,864.72,TRUE,69361,,-1,SCOTTSBLUFF,NE,Denver,"Ramirez,Ma",,,,TRUE,-103.6619,41.872,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
6277.875,54.898,222,9.667,8682,5.51,1.553,32451041,17.583,0.333,0.333,0.4,0.25,1,0.333,0,0,0.143,51.679,1,0,0,1,31.111,47.565,B,FALSE,530014,Vizient,Cheyenne Regional Medical Center - West Campus,B,B,B,FALSE,FALSE,FALSE,B,42206.35,14068.783,201805,42206.35,TRUE,82001,Cheyenne Regional Health System,552403,CHEYENNE,WY,Denver,"Ramirez,Ma",1,222,1,FALSE,-104.7962,41.1437,"(5000.0, 9140.479]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
4273.25,54.918,190,4,10917,5.098,1.409,22544583,34.667,0.167,0.333,0.4,0.25,1,0.333,0,0,0,47.75,1,1,0,1,31.111,44.422,B,FALSE,50336,"Premier Inc, Vizient",Adventist Health Lodi Memorial,A,B,B,TRUE,FALSE,FALSE,A,5440.8,5440.8,201807,5440.8,TRUE,95240,Adventist Health,7053,LODI,CA,San Francisco,"Rosen,Ma",0.086,147.867,15,FALSE,-121.2555,38.1222,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
10223.75,60.205,571,10,714,6.136,1.719,58471506,39.417,0.5,0.333,0.6,0,1,0.333,0,0,0.143,54.929,1,0,1,1,40,51.943,A,FALSE,250048,"Intalere (FKA: Amerinet), Vizient",St Dominic-Jackson Memorial Hospital (AKA St Dominic Hospital),A,A,A,FALSE,FALSE,FALSE,A,,,-1,,FALSE,39216,,-1,JACKSON,MS,New Orleans,"Mangum,Ch",,,,TRUE,-90.1708,32.3386,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
8314.375,60.205,700,3,714,6.542,2.075,82135506,12.333,0.333,0.333,0.6,0,1,0.667,0,0,0,52.667,1,1,1,1,40,50.133,B,FALSE,250001,"Intalere (FKA: Amerinet), Vizient, Premier Inc",University of Mississippi Medical Center,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,39216,University of Mississippi Healthcare,541845,JACKSON,MS,New Orleans,"Mangum,Ch",0.904,258,3,FALSE,-90.1708,32.3386,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
67.875,60.205,124,3.359,714,5.79,1.175,11790286,21.597,0,0.333,0.2,0,1,0,0,0,0,40.333,1,0,1,1,26.667,37.6,C,FALSE,250152,"Intalere (FKA: Amerinet), Magnet Group, Vizient",Mississippi Methodist Rehabilitation Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,39216,,-1,JACKSON,MS,New Orleans,"Mangum,Ch",,,,TRUE,-90.1708,32.3386,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
4143,70.546,116,8.333,10105,4.292,1.565,9142309,32.917,0.167,0.333,0.2,0.25,1,0.333,0,0,0.143,47.179,1,0,1,1,22.222,42.187,C,FALSE,150007,"Vizient, Intalere (FKA: Amerinet)",Community Howard Regional Health - Main Campus (FKA: Howard Regional Health System),C,C,C,FALSE,FALSE,FALSE,C,1252.02,626.01,201806,1252.02,TRUE,46902,Community Howard Regional Health,550132,KOKOMO,IN,Detroit,"Satow, Ma",0.795,73,2,FALSE,-86.1352,40.4509,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2641.625,49.457,171,10,7437,4.17,1.546,7734164,29.583,0.167,0.333,0.4,0.25,1,0.333,0,0,0.143,49.179,1,0,0,1,26.667,44.676,B,FALSE,370034,Vizient,McAlester Regional Health Center,B,B,B,FALSE,FALSE,FALSE,B,4282.15,1427.383,201805,4282.15,TRUE,74501,,-1,MCALESTER,OK,Dallas,"Ballew,Ho",,,,TRUE,-95.7592,34.9262,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,15,3.359,4438,3.45,1.08,2778352,24.583,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,374006,,Carl Albert Community Mental Health Center,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,74501,Oklahoma Department Of Mental Health,270658,MCALESTER,OK,Dallas,"Ballew,Ho",0.079,47.25,4,FALSE,-95.7592,34.9262,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4323.625,54.663,47,3.359,4189,1.38,1.154,1206634,69.545,0.167,0.333,0,0,1,0,0.333,1,0,47.5,1,1,0,1,13.333,40.667,C,FALSE,440131,"Vizient, Premier Inc",Baptist Memorial Hospital - Tipton,C,C,C,FALSE,FALSE,FALSE,C,396,198,201806,396,TRUE,38019,Baptist Memorial Health Care Corporation,4734,COVINGTON,TN,New Orleans,"Mangum,Ch",0.011,246.778,16,FALSE,-89.6501,35.5598,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(63.414, 82.273]","(0.0, 5.0]"
2590.875,69.322,96,3.359,5789,2.89,1.259,5785275,31.875,0.167,0.333,0,0.25,1,0.333,0.333,0,0,45.417,1,0,1,1,22.222,40.778,C,FALSE,150104,"Intalere (FKA: Amerinet), Vizient, FirstChoice Cooperative",Witham Health Services,C,C,C,FALSE,FALSE,FALSE,C,305.32,152.66,201805,305.32,TRUE,46052,,-1,LEBANON,IN,Detroit,"Satow, Ma",,,,TRUE,-86.4641,40.0449,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,64.852,62,3.359,2601,2.45,1.331,4305369,21.597,0,0.333,0,0,1,0.333,0.333,0,0,41.667,1,0,0,1,17.778,36.889,C,FALSE,61317,Vizient,Grand River Medical Center (AKA: Grand River Health),C,C,C,FALSE,FALSE,FALSE,C,2946.8,982.267,201805,2946.8,TRUE,81650,,-1,RIFLE,CO,Denver,"Ramirez,Ma",,,,TRUE,-107.7898,39.5491,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2589,49.872,49,3.359,3451,2.84,1.531,4954882,23.125,0.167,0.333,0,0,1,0.333,0.333,0,0,44.167,1,0,0,1,13.333,38,C,FALSE,60008,Vizient,San Luis Valley Regional Medical Center,C,C,C,FALSE,FALSE,FALSE,C,4286.26,1428.753,201805,4286.26,TRUE,81101,San Luis Valley Health,560421,ALAMOSA,CO,Denver,"Ramirez,Ma",0.742,33,2,FALSE,-105.8786,37.4703,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
9474.625,67.953,339,10.667,7791,5.844,1.709,26824694,24.083,0.5,0.333,0.6,0.25,1,0.333,0,0,0.286,57.607,1,1,0,1,35.556,53.197,A,FALSE,250141,"Vizient, Premier Inc",Baptist Memorial Hospital - Desoto,A,A,A,FALSE,FALSE,FALSE,A,18586.4,6195.467,201805,18586.4,TRUE,38671,Baptist Memorial Health Care Corporation,4734,SOUTHAVEN,MS,New Orleans,"Mangum,Ch",0.076,246.778,16,FALSE,-89.9992,34.9771,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
5944.5,64.15,168,7,10725,3.992,1.54,18114222,35.833,0.333,0.333,0.4,0.25,1,0.333,0,0,0.143,51.679,1,0,0,1,26.667,46.676,B,FALSE,150112,Vizient,Columbus Regional Hospital,B,B,B,FALSE,FALSE,FALSE,B,2646.64,1323.32,201806,2646.64,TRUE,47201,,-1,COLUMBUS,IN,Detroit,"Satow, Ma",,,,TRUE,-85.9317,39.2055,"(5000.0, 9140.479]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
8838.375,74.059,158,8,5322,3.438,1.609,12546608,52.167,0.333,0.333,0.4,0,1,0.333,0,0.5,0.143,52.929,1,0,0,1,26.667,47.676,B,FALSE,150115,Vizient,Memorial Hospital And Health Care Center,B,B,B,FALSE,FALSE,FALSE,B,11754.8,2938.7,201804,11754.8,TRUE,47546,,-1,JASPER,IN,Chicago,"Williams,Ly",,,,TRUE,-86.9295,38.3604,"(5000.0, 9140.479]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(5.0, 10.0]"
4922.875,67.742,123,6.8,6954,4.722,1.702,11540301,40.633,0.167,0.333,0.2,0.25,1,0.333,0,0.5,0.143,49.679,1,0,0,1,22.222,44.187,B,FALSE,150026,Vizient,Goshen Health Hospital,B,B,B,FALSE,FALSE,FALSE,B,9754.99,2438.748,201804,9754.99,TRUE,46526,,-1,GOSHEN,IN,Detroit,"Satow, Ma",,,,TRUE,-85.8581,41.5848,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(5.0, 10.0]"
4736.875,55.356,407,5.667,10726,5.31,1.805,69508088,22.667,0.167,0.333,0.6,0.25,1,0.333,0,0,0.143,51.179,1,0,0,1,40,48.943,B,FALSE,50115,Vizient,Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus),A,B,B,TRUE,FALSE,FALSE,A,,,-1,,FALSE,92025,Palomar Health,7229,ESCONDIDO,CA,Los Angeles,"Schmit,Ke",0.388,350,2,FALSE,-117.07,33.1101,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
4736.875,55.356,407,5.667,10726,5.31,1.805,69508088,22.667,0.167,0.333,0.6,0.25,1,0.333,0,0,0.143,51.179,1,0,0,1,40,48.943,B,FALSE,50115,Vizient,Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus),A,B,B,TRUE,FALSE,FALSE,A,4146.52,4146.52,201807,4146.52,TRUE,92025,Palomar Health,7229,ESCONDIDO,CA,Los Angeles,"Schmit,Ke",0.388,350,2,FALSE,-117.07,33.1101,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
0,59.109,25,3.359,3793,0.996,1.156,1723990,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,1,4.444,32.889,D,FALSE,361323,"Intalere (FKA: Amerinet), Vizient, Premier Inc",Aultman Orrville Hospital (FKA: Dunlap Memorial Hospital),D,D,D,FALSE,FALSE,FALSE,D,1187.85,296.963,201804,1187.85,TRUE,44667,Aultman Health Foundation,825969,ORRVILLE,OH,Pittsburgh,"Demetra,Mi",0.034,183.5,4,FALSE,-81.7741,40.8458,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,54.065,25,3.359,3690,1.318,0.969,1371584,21.597,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,391300,"HealthTrust Purchasing Group (HPG), Magnet Group",Jersey Shore Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,17740,Geisinger (FKA: Geisinger Health System),4748,JERSEY SHORE,PA,Philadelphia,"Demetra,Mi",0.008,332.3,7,FALSE,-77.2706,41.247,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
9112.625,45.01,457,4.667,7236,4.94,1.878,54766800,16.667,0.333,0,0.6,0.25,1,0.333,0,0,0,48.917,1,0,0,1,40,47.133,B,FALSE,30006,Vizient,Tucson Medical Center,B,B,B,FALSE,FALSE,FALSE,B,14645.3,7322.65,201806,14645.3,TRUE,85712,,-1,TUCSON,AZ,Denver,"Ramirez,Ma",,,,TRUE,-110.8869,32.25,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9112.625,45.01,457,4.667,7236,4.94,1.878,54766800,16.667,0.333,0,0.6,0.25,1,0.333,0,0,0,48.917,1,0,0,1,40,47.133,B,FALSE,30006,Vizient,Tucson Medical Center,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,85712,,-1,TUCSON,AZ,Denver,"Ramirez,Ma",,,,TRUE,-110.8869,32.25,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,80,3.359,4438,7.368,1.143,3983752,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,17.778,31.556,D,FALSE,33028,Vizient,Healthsouth Rehabilitation Hospital of Tucson,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,85712,Encompass Health Corporation (FKA HealthSouth),7277,TUCSON,AZ,Denver,"Ramirez,Ma",0.01,69.202,119,FALSE,-110.8869,32.25,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
11387.75,70.372,199,15.333,973,4.248,1.553,16400596,50.667,0.5,0.333,0.4,0,1,0.333,0,0.5,0.571,59.714,1,0,0,1,31.111,53.994,A,FALSE,490018,Vizient,Augusta Health,A,A,A,TRUE,FALSE,FALSE,A,3733.5,933.375,201804,3733.5,TRUE,22939,,-1,FISHERSVILLE,VA,Washington DC,"Hubbard,Ad",,,,TRUE,-78.9929,38.0964,"(9140.479, 35608.014]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(14.957, 16.546]"
1830.5,67.517,30,3.359,5980,2.36,1.303,1394081,18.75,0.167,0.333,0,0.25,1,0.333,0.333,0,0,15.417,0,0,0,0,8.889,14.111,D,FALSE,180016,HealthTrust Purchasing Group (HPG),Jewish Hospital - Shelbyville,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,40065,KentuckyOne Health,542193,SHELBYVILLE,KY,Chicago,"Williams,Ly",0.018,139.917,12,FALSE,-85.2243,38.2162,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
3944.375,69.796,61,3.359,6092,2.272,1.386,5778486,70.455,0.167,0.333,0,0.25,1,0.333,0.333,1,0,50.417,1,1,0,1,17.778,43.889,C,FALSE,240006,"Premier Inc, Magnet Group, Vizient",Olmsted Medical Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,55904,,-1,ROCHESTER,MN,Minneapolis,"Moeller,Ja",,,,TRUE,-92.3973,44.0105,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(63.414, 82.273]","(0.0, 5.0]"
0,56.128,16,3.359,4438,12.944,1.041,3395018,24.583,0,0.333,0,0,0,0,0.333,0,0,5,0,0,0,0,4.444,4.889,D,FALSE,244017,,Community Behavioral Health Hospital - Rochester,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,55904,Minnesota Department Of Human Services,560458,ROCHESTER,MN,Minneapolis,"Moeller,Ja",0.078,29.429,7,FALSE,-92.3973,44.0105,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.603,67,3.359,1317,3.746,1.018,4368367,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,0,1,17.778,35.556,C,FALSE,171375,Vizient,Mitchell County Hospital Health Systems,C,C,C,FALSE,FALSE,FALSE,C,125,125,201807,125,TRUE,67420,,-1,BELOIT,KS,Minneapolis,"Moeller,Ja",,,,TRUE,-98.1192,39.4416,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,57.503,14,3.359,1331,1.412,0.988,573760,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,1,4.444,32.889,D,FALSE,241315,"Vizient, Intalere (FKA: Amerinet)",Sanford Jackson Medical Center,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,56143,Sanford Health,4754,JACKSON,MN,Minneapolis,"Moeller,Ja",0.003,134.128,33,FALSE,-94.9938,43.6457,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,57.496,25,3.359,7817,2.96,1.178,3269581,21.597,0,0.333,0,0.25,1,0,0.333,0,0,41.25,1,0,1,1,4.444,33.889,C,FALSE,151328,"Intalere (FKA: Amerinet), Vizient",Indiana University Health Bedford Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,47421,Indiana University Health System (AKA IU Health),7012,BEDFORD,IN,Detroit,"Satow, Ma",0.01,174,14,FALSE,-86.4871,38.8729,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,57.496,25,3.359,7817,2.428,1.098,1920440,21.597,0,0.333,0,0.25,1,0,0.333,0,0,11.25,0,0,0,0,4.444,9.889,D,FALSE,151335,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),St Vincent Dunn Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,47421,St Vincent Health,274347,BEDFORD,IN,Detroit,"Satow, Ma",0.011,128.412,17,FALSE,-86.4871,38.8729,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
